date,AED,ALL,ARS,AUD,BDT,BGN,BHD,BOB,BRL,CAD,CHF,CLP,CNY,COP,CZK,EGP,ETB,EUR,GBP,HKD,HUF,IDR,INR,ISK,JMD,JPY,KES,KHR,KRW,KWD,KZT,LAK,LKR,MAD,MMK,MNT,MXN,MYR,NGN,NOK,NZD,OMR,PEN,PHP,PLN,PYG,QAR,RON,RUB,SAR,SGD,THB,TRY,TTD,TWD,TZS,UAH,UGX,VND,ZAR
1/2/2001,3.67246,144.950653,1.000922,1.788552,54.834766,2.072782,0.37649,6.450175,1.942145,1.495249,1.607756,577.646042,8.274961,2229.491643,37.345011,3.891815,8.299692,1.055751,0.66885,7.799924,280.030244,9401.683042,46.797607,84.633344,45.506527,114.690472,78.210151,3869.574446,1278.005998,0.305982,146.904383,7668.5026,82.968153,10.560809,6.585164,1105.911069,9.725061,3.79999,112.860023,8.795995,2.261237,0.384497,3.540015,50.872891,4.099013,3581.56638,3.64,2.605978,28.665765,3.749765,1.736788,43.820063,0.671478,6.2505,33.014842,817.214263,5.484241,1730.361881,14698.82203,7.568182
1/9/2001,3.67246,142.778428,1.001631,1.778438,54.651633,2.073093,0.376415,6.46644,1.946426,1.496551,1.618069,576.333562,8.274697,2233.608692,37.253622,3.823114,8.287523,1.061513,0.671132,7.799956,280.8661,9414.15108,46.688211,84.682481,45.354537,116.314926,79.018747,3856.579087,1267.989161,0.306048,146.28231,7642.708223,83.129183,10.597543,6.488671,1081.055207,9.759083,3.800792,112.668865,8.773272,2.241356,0.384497,3.528145,51.043775,4.133284,3579.619189,3.64,2.603768,28.496756,3.75047,1.732632,43.145865,0.672513,6.2505,32.693357,812.475269,5.466121,1835.017551,14656.63227,7.700316
1/16/2001,3.67246,143.000425,0.999828,1.800304,54.36581,2.075751,0.37656,6.441351,1.952476,1.504329,1.635917,572.22404,8.274529,2257.432494,37.59348,3.802585,8.245644,1.063909,0.680627,7.799814,280.587133,9384.215289,46.53015,85.019125,45.168721,117.694133,78.837352,3836.527837,1283.007823,0.30587,145.110497,7603.144921,85.003393,10.595835,6.521249,1098.363791,9.953286,3.800798,112.452189,8.737224,2.245352,0.384497,3.520446,52.917776,4.09541,3563.079048,3.64,2.629264,28.384934,3.75047,1.734137,43.185272,0.668632,6.2505,32.678287,807.240756,5.435402,1865.61836,14585.63536,7.817119
1/23/2001,3.67246,142.29191,0.999095,1.806353,54.159668,2.068079,0.376735,6.4199,1.958444,1.507741,1.631005,566.58905,8.275209,2239.037098,37.437192,3.848964,8.208781,1.064924,0.6797,7.79978,282.699435,9308.947663,46.335384,85.553311,45.010418,117.072527,78.624019,3823.067928,1273.252649,0.306555,144.612523,7576.506857,85.213854,10.581163,6.524397,1095.439566,9.764385,3.799913,112.082492,8.802098,2.238509,0.384497,3.520283,49.383637,4.096099,3568.555331,3.64,2.640672,28.365366,3.75047,1.741836,43.03955,0.674173,6.2505,32.566942,804.422239,5.413947,1844.041671,14548.42139,7.853407
1/30/2001,3.67246,145.482222,1.00231,1.830324,54.777862,2.125432,0.37613,6.490269,1.974688,1.501438,1.648429,565.789121,8.275216,2241.061069,37.733534,3.869409,8.307926,1.080467,0.684233,7.799581,287.653973,9381.564416,46.514836,86.289007,45.507992,116.157655,78.854707,3865.423508,1265.553601,0.30677,146.334674,7660.345765,90.252327,10.742634,6.617484,1107.730782,9.673941,3.799985,112.200718,8.888059,2.281534,0.384497,3.551415,49.712733,4.12341,3623.224965,3.64,2.648566,28.532402,3.749765,1.746689,42.730638,0.68136,6.2505,32.354267,820.379472,5.47298,1819.180167,14711.42764,7.833006
2/6/2001,3.67246,143.109848,0.999069,1.822712,54.204033,2.102829,0.37659,6.450225,1.997719,1.510252,1.653487,562.887072,8.274526,2228.103147,37.18335,3.871702,8.228706,1.074631,0.684495,7.799912,284.90744,9711.475542,46.34037,85.239219,45.082815,114.808315,78.140472,3825.123364,1257.001288,0.304793,144.829436,7580.229564,87.182987,10.615963,6.503862,1096.084531,9.707583,3.801343,114.698563,8.773444,2.260074,0.384497,3.525125,48.695728,4.070908,3600.289637,3.64,2.652208,28.463688,3.75047,1.743168,42.425735,0.678894,6.2505,32.268194,815.80133,5.453229,1835.346492,14562.86205,7.79172
2/13/2001,3.67246,142.653369,0.998175,1.868239,53.992453,2.107235,0.376745,6.437736,1.979856,1.522902,1.664434,554.544886,8.274494,2223.283592,37.253518,3.873605,8.196442,1.085078,0.688301,7.799944,286.215634,9705.401618,46.521893,85.606469,44.907062,116.940577,78.115113,3810.134771,1254.159479,0.305432,144.680323,7550.716981,87.211995,10.664852,6.556119,1092.420485,9.702076,3.800258,113.746631,8.87764,2.297693,0.384497,3.51912,47.607782,4.074501,3660.754717,3.64,2.676872,28.615688,3.75047,1.744726,42.45069,0.679171,6.2505,32.315567,812.61779,5.39407,1827.849057,14506.95418,7.880067
2/20/2001,3.67246,146.023153,1.001116,1.910005,54.659978,2.154853,0.376425,6.507828,2.007648,1.538456,1.68864,565.345848,8.274552,2245.036113,38.039158,3.89895,8.296803,1.099455,0.693437,7.799941,293.262048,9749.120728,46.664147,86.957001,45.462955,115.615332,78.664969,3857.24366,1233.720886,0.307229,146.148842,7644.200662,85.644212,10.812569,6.628335,1105.336273,9.694593,3.799898,119.614112,9.059142,2.339082,0.384497,3.534021,47.716259,4.11301,3731.201764,3.64,2.681336,28.7914,3.75047,1.739797,42.773969,0.691282,6.2505,32.315191,825.697905,5.460639,1759.933848,14695.4796,7.776427
2/27/2001,3.67246,145.050748,1.000237,1.904043,54.448325,2.125202,0.376315,6.480192,2.03632,1.528361,1.678729,569.024338,8.275028,2269.131298,37.796665,3.869161,8.265524,1.092304,0.693189,7.799921,291.514789,9912.782386,46.685406,86.598276,45.60406,116.208667,78.265691,3842.387864,1248.160846,0.306644,145.789589,7614.907781,87.080269,10.75974,6.63298,1100.109135,9.680072,3.799847,118.216741,8.987846,2.309883,0.384497,3.528714,48.32252,4.093092,3761.977518,3.64,2.699247,28.786642,3.75047,1.741266,42.868725,1.024315,6.2505,32.381728,828.522318,5.438721,1778.194914,14646.07661,7.730517
3/6/2001,3.67246,144.7656,1.001786,1.930509,54.752452,2.109125,0.376315,6.528505,2.024664,1.540408,1.653218,590.104282,8.274923,2276.249409,37.480819,3.870068,7.653842,1.073102,0.681682,7.800107,286.616093,9933.88835,46.58322,86.022201,45.843087,118.721524,78.260739,3863.864641,1265.501281,0.30672,146.835866,7657.279879,85.416204,10.688706,6.488846,1107.360707,9.657145,3.789006,119.37601,8.850429,2.326796,0.384497,3.528459,47.747553,3.982541,3795.98017,3.64,2.715504,28.795075,3.75047,1.754771,43.51373,0.881112,6.2505,32.426419,838.22718,5.462873,1722.707188,14718.61192,7.865056
3/13/2001,3.67246,143.485112,0.998302,1.987479,54.043686,2.119662,0.376315,6.452619,2.061557,1.547913,1.678948,587.909728,8.275102,2269.763993,37.56135,3.872222,8.20376,1.092433,0.689439,7.799898,288.530834,10223.07922,46.656792,86.687677,45.247338,119.919802,77.342803,3788.871984,1276.511262,0.305831,144.676157,7558.052597,84.361183,10.709955,6.541078,1092.903717,9.617159,3.800891,120.323843,8.953076,2.403586,0.384497,3.50713,47.994507,4.068681,3747.674419,3.64,2.712336,28.619214,3.75047,1.760413,43.578885,0.940663,6.2505,32.511166,827.30276,5.391002,1730.167355,14524.55988,7.803225
3/20/2001,3.67246,146.491131,0.999571,2.000329,54.161419,2.166005,0.37652,6.467295,2.119236,1.563078,1.695084,587.349907,8.27475,2275.543246,38.395596,3.876963,8.23969,1.103401,0.699163,7.79953,295.062118,10308.36197,46.675494,87.804878,45.347118,122.485298,77.941416,3822.10643,1296.785773,0.308272,145.104213,7574.445676,85.401996,10.873892,6.685477,1095.329268,9.519217,3.79964,122.074279,9.0025,2.395527,0.384497,3.516507,48.399856,4.112306,3755.986696,3.64,2.736206,28.609313,3.75047,1.77502,43.954091,0.975896,6.2505,32.764414,835.101996,5.407982,1793.691796,14550.55432,7.988247
3/27/2001,3.67246,147.331323,0.999224,2.009797,54.258266,2.175091,0.376435,6.487936,2.125656,1.565406,1.717061,590.910502,8.274778,2312.857794,38.264338,3.883631,8.254133,1.120036,0.698174,7.800018,296.862188,10310.89701,46.602318,89.845845,45.428731,122.693628,77.9341,3829.166667,1311.937649,0.307726,145.306077,7588.025022,86.028776,10.908233,6.702748,1095.268097,9.527033,3.799839,123.03731,9.058654,2.422645,0.384497,3.51743,49.382667,4.113047,3808.634942,3.64,2.738849,28.759719,3.75047,1.793899,44.413156,0.961885,6.2505,32.662919,858.551162,5.410076,1816.934763,14573.50313,7.982755
4/3/2001,3.67246,149.035613,1.001785,2.060351,55.10017,2.202786,0.376305,6.601696,2.177229,1.579355,1.714533,600.645619,8.274731,2336.532997,39.181977,3.898639,8.380893,1.119545,0.699867,7.799096,301.927728,10368.21651,46.728805,92.187677,46.132617,125.91443,78.247179,3888.298474,1347.723807,0.310224,147.516111,7705.799887,88.106134,11.030582,6.80701,1114.29169,9.431547,3.799484,127.230073,9.138133,2.488602,0.384497,3.548577,49.96441,4.07134,3870.966648,3.64,2.762778,29.080328,3.75047,1.812379,45.244793,1.24172,6.2505,32.973395,890.062182,5.50017,1841.718485,14796.60825,8.122483
4/10/2001,3.67246,144.959195,0.997824,2.019625,53.960313,2.170373,0.376475,6.459475,2.145252,1.557519,1.713898,592.840962,8.274642,2398.250419,38.81573,3.872685,8.208608,1.124547,0.695524,7.799828,297.280112,10757.99863,46.510705,92.621576,45.178312,124.47854,77.122664,3807.937395,1333.389734,0.313805,144.574623,7546.361096,87.485243,10.894746,6.666406,1085.274455,9.308098,3.800047,113.676914,9.07468,2.484589,0.384497,3.533617,49.927265,4.022023,3782.694243,3.64,2.778576,28.77099,3.75047,1.813458,45.547851,1.284902,6.2505,32.933159,886.626048,5.379542,1797.138066,14502.51537,8.052357
4/17/2001,3.67246,147.053805,1.000545,1.981852,54.556933,2.207652,0.376475,6.548743,2.19515,1.559756,1.731907,600.692847,8.274829,2325.058999,39.07753,3.894098,8.305654,1.134663,0.698865,7.799836,303.530297,10938.43077,46.946838,93.720851,45.677284,123.560344,77.651802,3865.066545,1323.216071,0.307877,146.083494,7629.723581,87.66588,11.007394,6.744511,1096.266636,9.287581,3.800171,115.668297,9.145037,2.472256,0.384497,3.565806,50.367701,4.038448,3829.951086,3.64,2.801557,28.988056,3.75047,1.808556,45.578485,1.214168,6.2505,32.967148,895.406666,5.440337,1837.015129,14666.70458,8.130911
4/24/2001,3.67246,145.310376,0.998549,1.985132,54.168506,2.172279,0.37649,6.521007,2.257701,1.548281,1.709266,601.566476,8.274651,2328.855632,38.342554,3.87892,8.244511,1.117489,0.695807,7.799284,296.841014,11995.29979,46.796826,94.015379,45.592333,121.934351,77.26499,3822.489691,1305.365517,0.305903,145.022846,7575.337122,88.751182,10.86621,6.652179,1088.453137,9.292945,3.799623,114.813329,9.088927,2.452345,0.384497,3.586399,50.215189,4.038003,3802.273487,3.64,2.800748,28.821855,3.749765,1.813099,45.492404,1.246532,6.2505,32.882162,893.00234,5.399755,1853.783573,14567.14588,8.105181
5/1/2001,3.67246,146.560388,1.002279,1.936475,54.663362,2.202827,0.37632,6.569964,2.201017,1.535781,1.728033,603.435006,8.2737,2341.976214,38.904331,3.899339,8.347454,1.121204,0.69741,7.799452,302.101,11217.9599,46.907182,96.665164,45.716314,122.303005,77.778223,3857.447048,1318.322865,0.307735,146.661785,7644.535827,90.96103,11.571992,6.718229,1097.401983,9.280923,3.799848,115.784137,9.081116,2.396843,0.384497,3.595799,51.656555,3.971834,3836.964849,3.64,2.825895,29.068274,3.75047,1.814896,45.708276,1.148524,6.2505,32.968486,900.171248,5.451893,1870.617395,14702.11807,8.017075
5/8/2001,3.67246,145.192872,0.998608,1.930756,54.196707,2.195981,0.3765,6.513648,2.226417,1.544301,1.74177,601.504294,8.275171,2368.115491,38.861759,3.882765,8.277916,1.130689,0.699199,7.799737,292.184951,10984.70035,46.778021,100.033837,45.326641,121.746784,78.126904,3824.475524,1302.616995,0.307113,145.896684,7579.415746,90.323523,11.555944,6.661065,1088.32619,9.195797,3.800169,116.568915,9.083639,2.371592,0.384497,3.603348,50.446333,3.947891,3834.141665,3.64,2.830865,28.945127,3.75047,1.824695,45.618064,1.148189,6.2505,32.882903,892.465599,5.401647,1819.783442,14588.76607,8.005623
5/15/2001,3.67246,147.799954,1.000253,1.927141,54.46339,2.222607,0.3767,6.555429,2.330196,1.549809,1.745167,606.707883,8.272643,2382.258814,39.282244,3.892117,8.337477,1.138655,0.70345,7.800029,294.432128,11378.99248,47.042148,99.692062,45.549156,123.457484,78.536684,3843.407847,1302.767566,0.308589,146.458714,7616.583029,90.5448,11.668283,6.759352,1094.390967,9.172451,3.801214,114.646442,9.134949,2.393477,0.384497,3.605062,50.290119,4.01437,3847.981296,3.64,2.836234,29.093123,3.749765,1.818897,45.55666,1.133577,6.2505,32.952256,896.872719,5.42062,1833.827555,14675.63869,7.989205
5/22/2001,3.67246,146.985607,0.999751,1.908979,54.161428,2.250742,0.376015,6.540357,2.307282,1.539813,1.765807,604.531745,8.27481,2316.256516,39.388552,3.872105,8.292458,1.154831,0.699947,7.800037,296.69867,11336.13707,46.984642,100.736903,45.295452,122.897997,78.851363,3821.945884,1301.450215,0.308478,145.628094,7574.323546,90.492185,11.722222,6.716062,1089.28958,8.958244,3.799169,115.190558,9.144668,2.355661,0.384497,3.582158,50.52989,3.992516,3811.790443,3.64,2.853968,29.035464,3.75047,1.810574,45.59535,1.105114,6.2505,33.438,891.88601,5.392746,1823.73057,14612.55037,7.918753
5/29/2001,3.67246,149.077409,0.9994,1.937243,57.840154,2.276714,0.376395,6.562442,2.339326,1.538479,1.782817,607.46611,8.274604,2328.319302,39.969807,3.881716,8.303906,1.169014,0.704327,7.799925,296.284324,11188.37185,46.986192,103.180543,45.403414,120.165757,78.766546,3831.407858,1288.424978,0.307542,146.154116,7592.984097,91.303274,11.885699,6.774556,1093.987371,9.08744,3.800109,115.38225,9.232425,2.370066,0.384497,3.601929,50.517604,4.037535,3876.028999,3.64,2.879365,29.089862,3.75047,1.807291,45.447993,1.119573,6.2505,34.051442,895.1029,5.411015,1823.117399,14673.99439,7.928378
6/5/2001,3.67246,151.695216,1.001965,1.966361,58.439693,2.296937,0.37632,6.63544,2.390283,1.533147,1.783093,609.190376,8.275791,2299.901743,40.164816,3.906148,8.396692,1.175219,0.708583,7.799867,298.684332,11228.56342,47.080407,105.398701,45.877614,120.130097,78.555632,3870.998228,1285.923883,0.309421,148.349675,7671.352628,90.844921,11.963615,6.849025,1105.36326,9.179079,3.799977,114.352038,9.396586,2.434697,0.384497,3.57179,50.745784,3.984643,3926.154755,3.64,2.882511,29.32912,3.75047,1.811425,45.171742,1.169223,6.2505,34.111058,903.356172,5.460012,1841.878323,14876.9049,8.048953
6/12/2001,3.67246,150.906302,1.001521,1.907128,58.251003,2.290862,0.376365,6.62379,2.3917,1.524726,1.793532,612.37982,8.275872,2323.269883,40.048126,3.891153,8.367949,1.176411,0.72661,7.799091,293.732387,11227.09339,47.085403,104.779325,45.730352,121.713217,78.617275,3858.567383,1289.010905,0.311201,147.422705,7646.849186,90.322752,11.947664,6.853906,1101.753599,9.093204,3.79993,113.786641,9.420952,2.389702,0.384497,3.532192,51.385801,3.945362,3913.488317,3.64,2.901559,29.253482,3.75047,1.816496,45.326628,1.189084,6.2505,34.1092,901.437338,5.432735,1831.083314,14883.7621,8.09778
6/19/2001,3.67246,148.170034,0.998853,1.918428,57.770758,2.268628,0.376555,6.575733,2.466939,1.533629,1.785099,621.257928,8.276285,2311.208381,39.575748,3.882183,8.313909,1.169588,0.714955,7.79982,287.126926,11312.62835,46.978655,105.780684,45.352096,123.06618,78.681595,3807.497372,1303.453018,0.307471,146.174238,7588.718907,89.997916,11.852681,6.745416,1092.643933,9.065732,3.799688,112.744249,9.211385,2.415261,0.384497,3.520081,52.217786,3.967885,3881.233213,3.64,2.886955,29.106212,3.75047,1.817384,45.233636,1.218401,6.2505,34.421691,893.984585,5.378255,1815.84725,14813.61672,8.062948
6/26/2001,3.67246,149.141795,1.000603,1.923168,58.073975,2.262111,0.376405,6.625131,2.313006,1.516912,1.766027,623.599868,8.275724,2292.686953,39.30774,3.892216,8.355824,1.159263,0.706795,7.800005,283.381307,11319.90999,47.057405,103.274881,45.590291,123.833881,79.184587,3827.755197,1299.867201,0.305891,147.030542,7628.707467,90.786387,11.816688,6.645221,1100.416909,9.063201,3.800216,113.340843,9.207825,2.401057,0.384497,3.527879,52.369664,3.953896,4006.991058,3.64,2.921114,29.182325,3.75047,1.820199,45.253427,1.274978,6.2505,34.446335,898.708628,5.386947,1780.397166,14924.97968,8.022518
7/3/2001,3.67246,149.546899,0.979331,1.932995,57.941391,2.284051,0.37638,6.624809,2.338431,1.511195,1.795315,634.580911,8.275696,2316.080167,39.765091,3.949556,8.336236,1.179034,0.710119,7.799958,285.54532,11272.13467,47.159799,103.589502,45.487584,124.296922,79.282472,3818.736024,1294.3685,0.307923,147.061316,7611.156879,90.797502,11.927857,6.497705,1096.881252,9.037105,3.799836,112.578322,9.354839,2.449682,0.384497,3.515536,52.985604,3.981288,4032.929269,3.64,2.90658,29.209898,3.75047,1.822745,45.422819,1.26849,6.2505,34.420235,894.628692,5.380134,1756.255149,14920.5602,8.019564
7/10/2001,3.67246,149.57285,0.999887,1.960469,58.004564,2.270193,0.376455,6.646226,2.473604,1.519955,1.7813,646.896665,8.275835,2318.156481,39.755998,3.955494,8.350731,1.169029,0.708703,7.79996,297.071209,11302.80416,47.195517,102.34055,45.536337,125.469324,79.084482,3842.270334,1298.531354,0.307826,147.091867,7619.555295,90.331437,11.902516,6.881568,1098.081919,9.138487,3.800288,113.603511,9.29249,2.458732,0.384497,3.512665,52.99141,4.319836,4127.466355,3.64,2.937323,29.298772,3.75047,1.834411,45.510323,1.315534,6.2505,34.662898,891.606788,5.38069,1763.206554,14953.89116,8.232295
7/17/2001,3.67246,150.980507,1.001873,1.970591,58.435533,2.276417,0.376455,6.703147,2.538276,1.538557,1.766799,666.443961,8.275786,2298.012307,39.644516,3.971479,8.413809,1.167712,0.714133,7.800005,295.948976,11304.18695,47.214972,102.912165,45.97581,125.088068,79.434763,3870.972287,1314.963496,0.309657,148.182245,7676.17426,90.768706,11.920503,6.883396,1107.209958,9.192445,3.799593,114.449507,9.36377,2.464966,0.384497,3.51974,54.04719,4.217943,4380.248943,3.64,2.927817,29.374119,3.75047,1.833723,45.796767,1.495925,6.2505,35.108064,902.242837,5.356388,1786.308126,15088.42179,8.247689
7/24/2001,3.67246,149.607258,1.001013,1.968802,58.306844,2.225848,0.376455,6.703606,2.437826,1.539024,1.724013,664.255132,8.275979,2322.132755,38.902524,3.966998,7.726229,1.143338,0.70359,7.799905,284.396534,10136.27699,47.181624,101.550299,45.876321,124.003568,79.139518,3862.34497,1312.63272,0.307267,147.756086,7654.225999,90.641238,11.740411,6.66169,1104.820854,9.119149,3.799883,113.140675,9.178897,2.438063,0.384497,3.507667,53.605808,4.211874,4340.342214,3.64,2.957534,29.400723,3.75047,1.820005,45.78047,1.311944,6.2505,34.944799,902.305926,5.400666,1772.393202,15075.44786,8.188037
7/31/2001,3.67246,146.043404,0.999541,1.969683,57.920274,2.223367,0.376455,6.667961,2.436486,1.530024,1.72711,668.647451,8.275828,2283.222583,38.799003,3.9539,8.253341,1.142725,0.701624,7.79978,283.664438,9402.019128,47.145659,100.342661,45.569503,124.966104,78.986658,3836.756139,1299.784119,0.307127,147.255283,7603.403769,90.165563,11.661794,6.752599,1098.490006,9.167925,3.799556,113.238492,9.125933,2.431252,0.384497,3.492259,53.540916,4.237921,4301.439178,3.64,2.946591,29.355854,3.75047,1.803274,45.721906,1.322676,6.2505,34.769066,898.328955,5.354426,1775.545403,15000.11422,8.258148
8/7/2001,3.67246,144.966925,0.999659,1.9402,57.970689,2.210064,0.376455,6.678148,2.456012,1.532316,1.717204,678.995479,8.275943,2284.23089,38.623996,4.091247,8.347628,1.139944,0.706026,7.799463,281.057696,9296.84625,47.135376,98.699818,45.608006,123.769284,79.000367,3839.917883,1286.324619,0.306956,147.453239,7609.831204,90.153764,11.655452,6.746008,1099.413777,9.127228,3.800187,113.33474,9.087641,2.390816,0.384497,3.501955,53.307567,4.242359,4285.150547,3.64,2.969722,29.357265,3.75047,1.78247,45.503702,1.351493,6.2505,34.702985,896.074361,5.350137,1792.096259,15030.90785,8.292534
8/14/2001,3.67246,144.758029,1.001111,1.927431,58.32616,2.179939,0.376455,6.745205,2.517346,1.538598,1.684124,693.373516,8.275945,2290.768195,37.76804,4.240803,8.396855,1.10917,0.701444,7.799751,275.677716,8468.603343,47.199492,99.475914,45.931088,122.068939,79.253554,3863.648528,1287.593662,0.307492,148.363069,7656.690455,90.279505,11.483385,6.746989,1107.197814,9.130067,3.800404,114.062221,8.987071,2.336273,0.384497,3.504177,51.345017,4.256021,4295.272079,3.64,2.982424,29.469057,3.75047,1.758991,45.028907,1.452099,6.2505,34.641913,903.545941,5.399086,1813.191347,15143.62177,8.277574
8/21/2001,3.67246,143.32603,0.999349,1.880481,58.173532,2.133934,0.376455,6.738716,2.534847,1.547287,1.662469,673.5032,8.275717,2285.18595,37.328467,4.252943,8.370727,1.096249,0.690465,7.799887,279.983444,8505.512505,47.206601,98.269062,45.768514,119.834188,79.073839,3853.297546,1281.174554,0.306436,147.928352,7687.237073,90.161733,11.308228,6.714505,1103.286591,9.13827,3.800541,112.829755,8.892656,2.289859,0.384497,3.505254,51.277945,4.272239,4360.418493,3.64,2.982978,29.444512,3.75047,1.753345,44.761357,1.434818,6.2505,34.637717,901.051709,5.368975,1798.400526,15108.89571,8.341676
8/28/2001,3.67246,145.201283,1.001603,1.892389,58.371046,2.162827,0.376455,6.780248,2.561883,1.541457,1.669694,660.775491,8.275747,2297.201955,37.72096,4.285233,8.466047,1.09937,0.691352,7.800019,280.194277,9076.957554,47.236515,99.568679,45.925348,120.276063,79.284634,3866.644548,1278.675654,0.307117,148.561159,7667.662022,90.366512,11.403119,6.683145,1107.918602,9.147407,3.800097,114.166114,8.898278,2.285472,0.384497,3.502555,51.288834,4.25094,4405.596107,3.64,2.987034,29.494636,3.75047,1.750849,44.368787,1.402597,6.2505,34.671031,904.235789,5.383543,1809.643884,15165.45012,8.38438
9/4/2001,3.67246,143.6767,0.996688,1.919973,56.876031,2.169272,0.376455,6.64214,2.560196,1.554537,1.70058,662.808262,8.275745,2305.995898,37.948665,4.248955,8.323077,1.126062,0.692163,7.799845,280.280563,9005.204999,47.136381,99.531773,45.140245,119.448536,78.60349,3800.535117,1278.674097,0.305228,146.3233,7927.926421,89.939158,11.449889,6.569788,1090.090301,9.177802,3.801125,112.118172,8.898183,2.312216,0.384497,3.465543,51.062739,4.256745,4340.111483,3.64,2.993751,29.350781,3.75047,1.746191,44.118048,1.432774,6.2505,34.536211,890.823857,5.301449,1783.61204,14911.03679,8.460129
9/11/2001,3.67246,148.583222,1.004739,1.93295,58.385319,2.166272,0.3765,6.866577,2.640781,1.562741,1.664492,691.291589,8.275223,2362.154893,37.873093,4.312051,8.577755,1.098742,0.682193,7.799894,280.687319,9139.162481,47.672565,100.189647,46.498215,120.597672,79.857711,3914.770192,1292.509136,0.305592,150.807675,8069.522535,92.272311,11.495092,6.815149,1122.869255,9.51478,3.782352,115.500892,8.834412,2.332509,0.384497,3.529835,51.596334,4.22133,4521.709058,3.64,3.023083,29.783021,3.75047,1.753788,44.829935,1.433486,6.2505,34.87551,917.622713,5.447233,1796.407854,15361.78046,8.561269
9/18/2001,3.67246,139.993518,1.000494,2.017071,56.85901,2.104958,0.376455,6.731958,2.672953,1.571188,1.599401,677.982826,8.275737,2335.559785,37.110772,4.255617,8.426318,1.081242,0.68158,7.7997,277.955139,9678.343777,48.027452,99.492221,45.677398,117.249635,78.998629,3846.056612,1297.07273,0.306158,148.098531,7621.283492,90.244034,11.184799,6.691876,1102.07433,9.458778,3.799005,112.478392,8.639032,2.436186,0.384497,3.505454,51.37626,4.237035,4382.260156,3.64,3.026018,29.48871,3.749765,1.734907,44.13276,1.490837,6.2505,34.497301,892.493518,5.324546,1764.974071,15038.13742,8.666276
9/25/2001,3.67246,150.722537,1.001321,2.026449,59.489756,2.127131,0.376455,7.045772,2.717594,1.569431,1.590927,705.07278,8.275942,2371.754371,37.283958,4.278162,8.826504,1.084935,0.681673,7.799878,283.800521,9451.966616,48.273565,101.536617,45.812772,117.498183,79.460848,4057.541412,1306.796713,0.307598,155.144943,8002.157803,90.396927,11.280896,6.715562,1105.340017,9.477152,3.800617,117.731037,8.739062,2.450278,0.384497,3.576499,51.368573,4.223845,4632.301656,3.64,3.04562,29.526373,3.75047,1.77138,44.50665,1.54846,6.2505,34.906748,931.351351,5.371731,1769.125981,15760.46208,8.773402
10/2/2001,3.67246,148.740886,0.999779,2.022793,59.126456,2.119418,0.376585,7.027751,2.703461,1.569232,1.616793,706.756456,8.275721,2368.455152,36.622618,4.270093,8.788116,1.08994,0.679629,7.799209,280.005983,10062.95571,48.026738,100.707368,49.273914,120.692659,79.49192,4020.111002,1316.633857,0.30564,154.508652,7926.629666,90.22238,11.297747,6.676461,1099.521167,9.516643,3.799804,117.523125,8.81522,2.467224,0.384497,3.550487,51.630993,4.211231,4609.239308,3.64,3.071254,29.482588,3.749765,1.777843,44.67251,1.57018,6.2505,34.86616,925.771031,5.342475,1759.832408,15690.82599,9.171807
10/9/2001,3.67246,147.099967,0.997224,1.991985,58.820298,2.125245,0.376585,6.990101,2.786048,1.562626,1.618065,726.907943,8.275767,2360.054993,36.57133,4.257033,8.744697,1.093043,0.683435,7.799888,278.93536,10023.24051,48.093019,102.349614,48.971065,120.263967,78.914512,3999.010116,1303.117643,0.310469,153.694115,7885.43457,90.015352,11.245459,6.637877,1092.787991,9.509979,3.799666,116.378766,8.733736,2.41382,0.384497,3.537207,51.665207,4.164038,4664.701403,3.64,3.075695,29.442946,3.75047,1.80271,44.773177,1.629461,6.2505,34.817135,921.407593,5.307408,1749.048189,15646.03503,9.267021
10/16/2001,3.67246,147.502209,1.000383,1.950001,59.355612,2.150861,0.376585,7.083738,2.775365,1.551538,1.633458,727.287605,8.275668,2362.133457,36.906048,4.275915,8.825784,1.100995,0.691132,7.800052,279.944885,10016.99624,48.08951,101.447194,49.434158,121.405656,79.363528,4036.036235,1298.535205,0.306518,155.159081,7957.578436,91.222636,11.390356,6.702276,1103.126381,9.246412,3.800097,116.283694,8.795421,2.386248,0.384497,3.532181,51.843889,4.082523,4749.116217,3.64,3.068388,29.561257,3.749765,1.81888,44.654996,1.630843,6.2505,34.866371,931.186478,5.358816,1765.598763,15798.16615,9.209745
10/23/2001,3.67246,147.653876,1.000622,1.967678,59.311354,2.192549,0.37628,7.070552,2.735193,1.573465,1.662928,722.062947,8.275745,2362.166263,37.445552,4.280671,8.835603,1.123746,0.703075,7.800018,283.634604,10137.26792,48.062635,104.388433,49.379656,122.72923,79.097823,4037.256667,1301.865166,0.306704,155.179476,7959.232587,91.811028,11.564251,6.687296,1101.888151,9.226754,3.799988,117.290424,8.939688,2.393981,0.384497,3.533308,51.976941,4.128502,4745.245865,3.64,3.095959,29.614381,3.75047,1.826149,44.84047,1.605958,6.2505,34.586017,938.570946,5.217734,1763.643524,15776.64004,9.490769
